,field_name,form_name,field_type,field_label,parent,branching_logic
870,vital_o2supp_type,daily,categorical,Type of supplemental oxygen?,vital,[vital_o2supp]='1'
871,vital_o2supp_type___Nasal Prongs,daily,binary,Nasal Prongs,vital_o2supp_type,[vital_o2supp]='1'
872,vital_o2supp_type___Face mask,daily,binary,Face mask,vital_o2supp_type,[vital_o2supp]='1'
873,vital_o2supp_type___High flow nasal oxygen,daily,binary,High flow nasal oxygen,vital_o2supp_type,[vital_o2supp]='1'
874,vital_o2supp_type___Non-invasive ventilation,daily,binary,Non-invasive ventilation,vital_o2supp_type,[vital_o2supp]='1'
875,vital_o2supp_type___Invasive ventilation,daily,binary,Invasive ventilation,vital_o2supp_type,[vital_o2supp]='1'
876,vital_o2supp_type___ECMO / ECLS,daily,binary,ECMO / ECLS,vital_o2supp_type,[vital_o2supp]='1'
877,vital_o2supp_spo2,daily,numeric,Oxygen saturation with supplemental oxygen (%),vital,[vital_o2supp]='1'
878,vital_fio2spo2,daily,numeric,FiO2 at time of lowest SpO2 ,vital,[vital_o2supp]='1'
879,vital_fio2spo2_units,daily,units,Select FiO2 at time of lowest SpO2 units,vital,[vital_o2supp]='1'
880,"vital_fio2spo2_units___Fraction, 0.21-1.0",daily,binary,"Fraction, 0.21-1.0",vital_fio2spo2_units,[vital_o2supp]='1'
881,"vital_fio2spo2_units___%, 21-100",daily,binary,"%, 21-100",vital_fio2spo2_units,[vital_o2supp]='1'
882,vital_fio2spo2_units___Highest L/min,daily,binary,Highest L/min,vital_fio2spo2_units,[vital_o2supp]='1'
883,vital_capillaryr,daily,binary,Capillary refill time >2 seconds,vital,[vital_dailydata]='1'
884,vital_avpu,daily,categorical,ACVPU,vital,[vital_dailydata]='1'
885,vital_avpu___Alert,daily,binary,Alert,vital_avpu,[vital_dailydata]='1'
886,vital_avpu___Confusion,daily,binary,Confusion,vital_avpu,[vital_dailydata]='1'
887,vital_avpu___Verbal,daily,binary,Verbal,vital_avpu,[vital_dailydata]='1'
888,vital_avpu___Pain,daily,binary,Pain,vital_avpu,[vital_dailydata]='1'
889,vital_avpu___Unresponsive,daily,binary,Unresponsive,vital_avpu,[vital_dailydata]='1'
890,vital_gcs,daily,numeric,Glasgow Coma Score (GCS / 15) ,vital,[vital_dailydata]='1'
891,sympt,daily,section,SYMPTOMS,,
892,sympt_dailydata,daily,binary,Enter patient reported symptoms data for this date?,sympt,
893,sympt_sys,daily,freetext,Systemic / general symptoms,sympt,[sympt_dailydata]='1'
894,sympt_fever,daily,binary,Fever,sympt,[sympt_dailydata]='1'
895,sympt_rigchill,daily,binary,Chills or rigors,sympt,[sympt_dailydata]='1'
896,sympt_fatigue,daily,binary,Fatigue / malaise / lethargy,sympt,[sympt_dailydata]='1'
897,sympt_weight,daily,binary,Weight loss,sympt,[sympt_dailydata]='1'
898,sympt_myalgia,daily,binary,Muscle aches / myalgia,sympt,[sympt_dailydata]='1'
899,sympt_arthralgia,daily,binary,Joint pain / arthralgia,sympt,[sympt_dailydata]='1'
900,sympt_pruritus,daily,binary,Itch / pruritus,sympt,[sympt_dailydata]='1'
901,sympt_mobilchg,daily,binary,Change in mobility from baseline,sympt,[sympt_dailydata]='1'
902,sympt_mobile,daily,categorical,Mobility status,sympt,[sympt_mobilchg]='1'
903,sympt_mobile___Fully ambulant,daily,binary,Fully ambulant,sympt_mobile,[sympt_mobilchg]='1'
904,"sympt_mobile___Ambulant, but with some assistance",daily,binary,"Ambulant, but with some assistance",sympt_mobile,[sympt_mobilchg]='1'
905,sympt_mobile___Bedridden,daily,binary,Bedridden,sympt_mobile,[sympt_mobilchg]='1'
906,sympt_resp,daily,freetext,Respiratory symptoms,sympt,[sympt_dailydata]='1'
907,sympt_cough,daily,binary,Cough,sympt,[sympt_dailydata]='1'
908,sympt_cough_type,daily,categorical,Cough type,sympt,[sympt_cough] = '1'
909,sympt_cough_type___Non Productive,daily,binary,Non Productive,sympt_cough_type,[sympt_cough] = '1'
910,sympt_cough_type___Productive,daily,binary,Productive,sympt_cough_type,[sympt_cough] = '1'
911,sympt_cough_type___Haemoptysis,daily,binary,Haemoptysis,sympt_cough_type,[sympt_cough] = '1'
912,sympt_sorethroat,daily,binary,Sore throat,sympt,[sympt_dailydata]='1'
913,sympt_shortbreat,daily,binary,Shortness of breath ,sympt,[sympt_dailydata]='1'
914,sympt_chestpain,daily,binary,Chest pain,sympt,[sympt_dailydata]='1'
915,sympt_git,daily,freetext,Gastrointestinal symptoms,sympt,[sympt_dailydata]='1'
916,sympt_abdpain,daily,binary,Abdominal pain,sympt,[sympt_dailydata]='1'
917,sympt_diarrhoea,daily,binary,Diarrhoea,sympt,[sympt_dailydata]='1'
918,sympt_consti,daily,binary,Constipation,sympt,[sympt_dailydata]='1'
919,sympt_vomit,daily,binary,Vomiting,sympt,[sympt_dailydata]='1'
920,sympt_vomit2d,daily,binary,Persistent vomiting? (>=2/day),sympt,[sympt_vomit]='1'
921,sympt_nausea,daily,binary,Nausea,sympt,[sympt_dailydata]='1'
922,sympt_exsal,daily,binary,Excessive salivation,sympt,[sympt_dailydata]='1'
923,sympt_diffswallow,daily,binary,Difficulty swallowing (dysphagia),sympt,[sympt_dailydata]='1'
924,sympt_renalgut,daily,freetext,Renal / Genitourinary symptoms,sympt,[sympt_dailydata]='1'
925,sympt_urine,daily,binary,Urinary retention,sympt,[sympt_dailydata]='1'
926,sympt_dyspareunia,daily,binary,Painful intercourse (dyspareunia),sympt,[sympt_dailydata]='1'
927,sympt_heme,daily,freetext,Haematological symptoms,sympt,[sympt_dailydata]='1'
928,sympt_haemorrhag,daily,binary,Bleeding / haemorrhage,sympt,[sympt_dailydata]='1'
929,sympt_haemorrhag_sev,daily,binary,Severe bleeding / haemorrhage (requires intervention),sympt,[sympt_haemorrhag]='1'
930,sympt_haemorrhag_site,daily,checkbox,Specify bleeding / haemorrhage site(s),sympt,[sympt_haemorrhag] = '1'
931,sympt_haemorrhag_site___Skin,daily,binary,Skin,sympt_haemorrhag_site,[sympt_haemorrhag] = '1'
932,sympt_haemorrhag_site___Petechiae,daily,binary,Petechiae,sympt_haemorrhag_site,[sympt_haemorrhag] = '1'
933,sympt_haemorrhag_site___Nose,daily,binary,Nose,sympt_haemorrhag_site,[sympt_haemorrhag] = '1'
934,sympt_haemorrhag_site___Gums,daily,binary,Gums,sympt_haemorrhag_site,[sympt_haemorrhag] = '1'
935,sympt_haemorrhag_site___GI tract,daily,binary,GI tract,sympt_haemorrhag_site,[sympt_haemorrhag] = '1'
936,sympt_haemorrhag_site___Urinary tract,daily,binary,Urinary tract,sympt_haemorrhag_site,[sympt_haemorrhag] = '1'
937,sympt_haemorrhag_site___Vagina,daily,binary,Vagina,sympt_haemorrhag_site,[sympt_haemorrhag] = '1'
938,sympt_haemorrhag_site___Unknown,daily,binary,Unknown,sympt_haemorrhag_site,[sympt_haemorrhag] = '1'
939,sympt_haemorrhag_site___Other(s),daily,binary,Other(s),sympt_haemorrhag_site,[sympt_haemorrhag] = '1'
940,sympt_haemorrhag_site_oth,daily,freetext,Specify other bleeding / haemorrhage site(s),sympt,[sympt_haemorrhag_site(88)]='1'
941,sympt_cns,daily,freetext,Neurological symptoms,sympt,[sympt_dailydata]='1'
942,sympt_headache,daily,binary,Headache,sympt,[sympt_dailydata]='1'
943,sympt_seizconv,daily,binary,Seizures / convulsions,sympt,[sympt_dailydata]='1'
944,sympt_confusion,daily,binary,Altered consciousness / confusion,sympt,[sympt_dailydata]='1'
945,sympt_eye,daily,freetext,Opthalmological symptoms,sympt,[sympt_dailydata]='1'
946,sympt_itchyeye,daily,binary,Itching of eye(s),sympt,[sympt_dailydata]='1'
947,sympt_redeye,daily,binary,Red / Pink eye(s),sympt,[sympt_dailydata]='1'
948,sympt_paineyes,daily,binary,Pain in eye(s),sympt,[sympt_dailydata]='1'
949,sympt_visdist,daily,binary,Visual disturbance,sympt,[sympt_dailydata]='1'
950,sympt_ocularoth,daily,binary,Other opthalmological symptoms,sympt,[sympt_dailydata]='1'
951,sympt_ocularoth_spec,daily,freetext,Specify other opthalmological symptoms,sympt,[sympt_dailydata]='1'
952,sympt_otherdesc,daily,freetext,Other  symptoms,sympt,[sympt_dailydata]='1'
953,sympt_unlisted,daily,binary,Other symptom(s),sympt,[sympt_dailydata]='1'
954,sympt_unlisted_item___Sneezing,daily,binary,Sneezing,sympt_unlisted,[sympt_dailydata]='1'
955,sympt_unlisted_item___Can't fully move or control movement (Paralytic syndrome),daily,binary,Can't fully move or control movement (Paralytic syndrome),sympt_unlisted,[sympt_dailydata]='1'
956,sympt_unlisted_item___Loss of appetite (Anorexia),daily,binary,Loss of appetite (Anorexia),sympt_unlisted,[sympt_dailydata]='1'
957,sympt_unlisted_item___Disorders of nose and nasal sinuses,daily,binary,Disorders of nose and nasal sinuses,sympt_unlisted,[sympt_dailydata]='1'
958,sympt_unlisted_item___Retention of urine,daily,binary,Retention of urine,sympt_unlisted,[sympt_dailydata]='1'
959,sympt_unlisted_item___Speech disturbances,daily,binary,Speech disturbances,sympt_unlisted,[sympt_dailydata]='1'
960,sympt_unlisted_item___Cardiac arrhythmia,daily,binary,Cardiac arrhythmia,sympt_unlisted,[sympt_dailydata]='1'
961,sympt_unlisted_item___Abdominal pain,daily,binary,Abdominal pain,sympt_unlisted,[sympt_dailydata]='1'
962,sympt_unlisted_item___Bruising (Spontaneous ecchymoses),daily,binary,Bruising (Spontaneous ecchymoses),sympt_unlisted,[sympt_dailydata]='1'
963,sympt_unlisted_item___Sleep disorder,daily,binary,Sleep disorder,sympt_unlisted,[sympt_dailydata]='1'
964,sympt_unlisted_item___Muscle aches (Myalgia),daily,binary,Muscle aches (Myalgia),sympt_unlisted,[sympt_dailydata]='1'
965,sympt_unlisted_item___Conjunctivitis,daily,binary,Conjunctivitis,sympt_unlisted,[sympt_dailydata]='1'
966,sympt_unlisted_item___Constipation,daily,binary,Constipation,sympt_unlisted,[sympt_dailydata]='1'
967,sympt_unlisted_item___Gastrointestinal bleeding (Gastrointestinal hemorrhage),daily,binary,Gastrointestinal bleeding (Gastrointestinal hemorrhage),sympt_unlisted,[sympt_dailydata]='1'
968,sympt_unlisted_item___Keratitis,daily,binary,Keratitis,sympt_unlisted,[sympt_dailydata]='1'
969,sympt_unlisted_item___Difficulty in walking,daily,binary,Difficulty in walking,sympt_unlisted,[sympt_dailydata]='1'
970,sympt_unlisted_item___Nasal congestion,daily,binary,Nasal congestion,sympt_unlisted,[sympt_dailydata]='1'
971,sympt_unlisted_item___Problems swallowing or chewing (Dysphagia),daily,binary,Problems swallowing or chewing (Dysphagia),sympt_unlisted,[sympt_dailydata]='1'
972,sympt_unlisted_item___Dry skin (Xerosis cutis),daily,binary,Dry skin (Xerosis cutis),sympt_unlisted,[sympt_dailydata]='1'
973,sympt_unlisted_item___Visual disturbances,daily,binary,Visual disturbances,sympt_unlisted,[sympt_dailydata]='1'
974,sympt_unlisted_item___Headache,daily,binary,Headache,sympt_unlisted,[sympt_dailydata]='1'
975,sympt_unlisted_item___Urinary incontinence,daily,binary,Urinary incontinence,sympt_unlisted,[sympt_dailydata]='1'
976,sympt_unlisted_item___Convulsions,daily,binary,Convulsions,sympt_unlisted,[sympt_dailydata]='1'
977,sympt_unlisted_item___Tremor,daily,binary,Tremor,sympt_unlisted,[sympt_dailydata]='1'
978,sympt_unlisted_item___Changes in skin texture,daily,binary,Changes in skin texture,sympt_unlisted,[sympt_dailydata]='1'
979,sympt_unlisted_item___Cognitive impairment (Unspecified intellectual disabilities),daily,binary,Cognitive impairment (Unspecified intellectual disabilities),sympt_unlisted,[sympt_dailydata]='1'
980,sympt_unlisted_item___Rapid heart beat/Pulse (Tachycardia),daily,binary,Rapid heart beat/Pulse (Tachycardia),sympt_unlisted,[sympt_dailydata]='1'
981,sympt_unlisted_item___Alopecia (Nonscarring hair loss),daily,binary,Alopecia (Nonscarring hair loss),sympt_unlisted,[sympt_dailydata]='1'
982,sympt_unlisted_item___Altered consciousness / Confusion (Disorientation),daily,binary,Altered consciousness / Confusion (Disorientation),sympt_unlisted,[sympt_dailydata]='1'
983,sympt_unlisted_item___Joint pain (Arthralgia),daily,binary,Joint pain (Arthralgia),sympt_unlisted,[sympt_dailydata]='1'
984,sympt_unlisted_item___Mucosal lesion,daily,binary,Mucosal lesion,sympt_unlisted,[sympt_dailydata]='1'
985,sympt_unlisted_item___Pain during urination (Dysuria),daily,binary,Pain during urination (Dysuria),sympt_unlisted,[sympt_dailydata]='1'
986,sympt_unlisted_item___Irritability,daily,binary,Irritability,sympt_unlisted,[sympt_dailydata]='1'
987,sympt_unlisted_item___Fever,daily,binary,Fever,sympt_unlisted,[sympt_dailydata]='1'
988,sympt_unlisted_item___Anorexia,daily,binary,Anorexia,sympt_unlisted,[sympt_dailydata]='1'
989,sympt_unlisted_item___Skin rash,daily,binary,Skin rash,sympt_unlisted,[sympt_dailydata]='1'
990,sympt_unlisted_item___Difficulty eating or drinking (Dysphagia),daily,binary,Difficulty eating or drinking (Dysphagia),sympt_unlisted,[sympt_dailydata]='1'
991,sympt_unlisted_item___Apnoea,daily,binary,Apnoea,sympt_unlisted,[sympt_dailydata]='1'
992,sympt_unlisted_item___Fainting / blackouts (Syncope and collapse),daily,binary,Fainting / blackouts (Syncope and collapse),sympt_unlisted,[sympt_dailydata]='1'
993,sympt_unlisted_item___Skin lesion,daily,binary,Skin lesion,sympt_unlisted,[sympt_dailydata]='1'
994,sympt_unlisted_item___Spontaneous bruising (Spontaneous ecchymoses),daily,binary,Spontaneous bruising (Spontaneous ecchymoses),sympt_unlisted,[sympt_dailydata]='1'
995,sympt_unlisted_item___Pallor,daily,binary,Pallor,sympt_unlisted,[sympt_dailydata]='1'
996,sympt_unlisted_item___Changes in menstruation (Irregular menstruation),daily,binary,Changes in menstruation (Irregular menstruation),sympt_unlisted,[sympt_dailydata]='1'
997,sympt_unlisted_item___Loss of taste (Parageusia),daily,binary,Loss of taste (Parageusia),sympt_unlisted,[sympt_dailydata]='1'
998,sympt_unlisted_item___Tinnitus,daily,binary,Tinnitus,sympt_unlisted,[sympt_dailydata]='1'
999,sympt_unlisted_item___Itchy eye,daily,binary,Itchy eye,sympt_unlisted,[sympt_dailydata]='1'
1000,sympt_unlisted_item___Abnormal weight loss,daily,binary,Abnormal weight loss,sympt_unlisted,[sympt_dailydata]='1'
1001,sympt_unlisted_item___Ear pain (Otalgia),daily,binary,Ear pain (Otalgia),sympt_unlisted,[sympt_dailydata]='1'
1002,sympt_unlisted_item___Lymphadenitis,daily,binary,Lymphadenitis,sympt_unlisted,[sympt_dailydata]='1'
1003,sympt_unlisted_item___Hepatomegaly,daily,binary,Hepatomegaly,sympt_unlisted,[sympt_dailydata]='1'
1004,sympt_unlisted_item___Disturbance in attention (Altered mental status),daily,binary,Disturbance in attention (Altered mental status),sympt_unlisted,[sympt_dailydata]='1'
1005,sympt_unlisted_item___Chills (without fever),daily,binary,Chills (without fever),sympt_unlisted,[sympt_dailydata]='1'
1006,sympt_unlisted_item___Localized edema,daily,binary,Localized edema,sympt_unlisted,[sympt_dailydata]='1'
1007,sympt_unlisted_item___Chest pain,daily,binary,Chest pain,sympt_unlisted,[sympt_dailydata]='1'
1008,sympt_unlisted_item___Sweating (hyperhidrosis),daily,binary,Sweating (hyperhidrosis),sympt_unlisted,[sympt_dailydata]='1'
1009,sympt_unlisted_item___Mouth ulcers (Recurrent oral aphthae),daily,binary,Mouth ulcers (Recurrent oral aphthae),sympt_unlisted,[sympt_dailydata]='1'
1010,sympt_unlisted_item___Dizziness/light headedness (Dizziness and giddiness),daily,binary,Dizziness/light headedness (Dizziness and giddiness),sympt_unlisted,[sympt_dailydata]='1'
1011,sympt_unlisted_item___Sore throat (Pain in throat),daily,binary,Sore throat (Pain in throat),sympt_unlisted,[sympt_dailydata]='1'
1012,sympt_unlisted_item___Wheezing,daily,binary,Wheezing,sympt_unlisted,[sympt_dailydata]='1'
1013,sympt_unlisted_item___Pruritus,daily,binary,Pruritus,sympt_unlisted,[sympt_dailydata]='1'
1014,sympt_unlisted_item___Feeding difficulty,daily,binary,Feeding difficulty,sympt_unlisted,[sympt_dailydata]='1'
1015,sympt_unlisted_item___Palpitations,daily,binary,Palpitations,sympt_unlisted,[sympt_dailydata]='1'
1016,sympt_unlisted_item___Increased thirst (Polydipsia),daily,binary,Increased thirst (Polydipsia),sympt_unlisted,[sympt_dailydata]='1'
1017,sympt_unlisted_item___Rashes or skin lesions,daily,binary,Rashes or skin lesions,sympt_unlisted,[sympt_dailydata]='1'
1018,sympt_unlisted_item___Malaise and fatigue,daily,binary,Malaise and fatigue,sympt_unlisted,[sympt_dailydata]='1'
1019,sympt_unlisted_item___Jaundice,daily,binary,Jaundice,sympt_unlisted,[sympt_dailydata]='1'
1020,sympt_unlisted_item___Paresthesia of skin,daily,binary,Paresthesia of skin,sympt_unlisted,[sympt_dailydata]='1'
1021,sympt_unlisted_item___Erectile dysfunction,daily,binary,Erectile dysfunction,sympt_unlisted,[sympt_dailydata]='1'
1022,sympt_unlisted_item___Shortness of breath (Dyspnea),daily,binary,Shortness of breath (Dyspnea),sympt_unlisted,[sympt_dailydata]='1'
1023,sympt_unlisted_item___Increased urination (polyuria),daily,binary,Increased urination (polyuria),sympt_unlisted,[sympt_dailydata]='1'
1024,sympt_unlisted_item___Loss of smell (Anosmia),daily,binary,Loss of smell (Anosmia),sympt_unlisted,[sympt_dailydata]='1'
1025,sympt_unlisted_item___Diarrhea,daily,binary,Diarrhea,sympt_unlisted,[sympt_dailydata]='1'
1026,sympt_unlisted_item___Chest pain on breathing,daily,binary,Chest pain on breathing,sympt_unlisted,[sympt_dailydata]='1'
1027,sympt_unlisted_item___Limb weakness / paralysis (Monoplegia),daily,binary,Limb weakness / paralysis (Monoplegia),sympt_unlisted,[sympt_dailydata]='1'
1028,sympt_unlisted_item___Nausea or vomiting,daily,binary,Nausea or vomiting,sympt_unlisted,[sympt_dailydata]='1'
1029,sympt_unlisted_item___Bleeding (Haemorrhage),daily,binary,Bleeding (Haemorrhage),sympt_unlisted,[sympt_dailydata]='1'
1030,sympt_unlisted_item___Muscle weakness,daily,binary,Muscle weakness,sympt_unlisted,[sympt_dailydata]='1'
1031,sympt_unlisted_item___Ascites,daily,binary,Ascites,sympt_unlisted,[sympt_dailydata]='1'
1032,sympt_unlisted_item___Swollen lymph nodes (Enlarged lymph nodes),daily,binary,Swollen lymph nodes (Enlarged lymph nodes),sympt_unlisted,[sympt_dailydata]='1'
1033,sympt_unlisted_item___Can't feel one side of the body or face (Hemiplegia),daily,binary,Can't feel one side of the body or face (Hemiplegia),sympt_unlisted,[sympt_dailydata]='1'
