,field_name,form_name,field_type,field_label,parent,branching_logic
2405,diagn_primary_otherl2___Severe fever with thrombocytopaenia syndrome (SFTS),outcome,binary,Severe fever with thrombocytopaenia syndrome (SFTS),diagn_primary_otherl2,[diagn_primary]='88'
2406,diagn_primary_otherl2___Undefined influenza,outcome,binary,Undefined influenza,diagn_primary_otherl2,[diagn_primary]='88'
2407,diagn_primary_otherl2___Other,outcome,binary,Other,diagn_primary_otherl2,[diagn_primary]='88'
2408,diagn_primary_otherl3,outcome,freetext,Specify other Primary diagnosis,diagn,[diagn_primary_otherl2]='88'
2409,diagn_secondary,outcome,categorical,Secondary diagnosis,diagn,
2410,diagn_secondary___Bacterial infection,outcome,binary,Bacterial infection,diagn_secondary,
2411,diagn_secondary___Chickenpox (Varicella),outcome,binary,Chickenpox (Varicella),diagn_secondary,
2412,diagn_secondary___Herpes simplex virus infection (HSV),outcome,binary,Herpes simplex virus infection (HSV),diagn_secondary,
2413,diagn_secondary___Human immunodeficiency virus infection (HIV infection),outcome,binary,Human immunodeficiency virus infection (HIV infection),diagn_secondary,
2414,diagn_secondary___Mpox,outcome,binary,Mpox,diagn_secondary,
2415,diagn_secondary___Other,outcome,binary,Other,diagn_secondary,
2416,diagn_secondary_type,outcome,categorical,Type of diagnosis,diagn,
2417,diagn_secondary_type___Clinical diagnosis,outcome,binary,Clinical diagnosis,diagn_secondary_type,
2418,diagn_secondary_type___Lab-confirmed,outcome,binary,Lab-confirmed,diagn_secondary_type,
2419,"diagn_secondary_type___Radiologically confirmed (e.g., chest X-ray, CT)",outcome,binary,"Radiologically confirmed (e.g., chest X-ray, CT)",diagn_secondary_type,
2420,diagn_secondary_type___Other,outcome,binary,Other,diagn_secondary_type,
2421,diagn_secondary_otherl2,outcome,categorical,Select Secondary diagnosis,diagn,[diagn_secondary]='88'
2422,diagn_secondary_otherl2___Argentine haemorrhagic fever (Junin virus),outcome,binary,Argentine haemorrhagic fever (Junin virus),diagn_secondary_otherl2,[diagn_secondary]='88'
2423,diagn_secondary_otherl2___Bolivian haemorrhagic fever (Machupo virus),outcome,binary,Bolivian haemorrhagic fever (Machupo virus),diagn_secondary_otherl2,[diagn_secondary]='88'
2424,diagn_secondary_otherl2___Dengue,outcome,binary,Dengue,diagn_secondary_otherl2,[diagn_secondary]='88'
2425,diagn_secondary_otherl2___Exposure to Harmful Energy,outcome,binary,Exposure to Harmful Energy,diagn_secondary_otherl2,[diagn_secondary]='88'
2426,diagn_secondary_otherl2___Influenza A H5N1,outcome,binary,Influenza A H5N1,diagn_secondary_otherl2,[diagn_secondary]='88'
2427,diagn_secondary_otherl2___Influenza A H5N8,outcome,binary,Influenza A H5N8,diagn_secondary_otherl2,[diagn_secondary]='88'
2428,diagn_secondary_otherl2___Influenza A H7N7,outcome,binary,Influenza A H7N7,diagn_secondary_otherl2,[diagn_secondary]='88'
2429,diagn_secondary_otherl2___Influenza A H7N9,outcome,binary,Influenza A H7N9,diagn_secondary_otherl2,[diagn_secondary]='88'
2430,diagn_secondary_otherl2___Influenza B virus,outcome,binary,Influenza B virus,diagn_secondary_otherl2,[diagn_secondary]='88'
2431,diagn_secondary_otherl2___Influenza virus,outcome,binary,Influenza virus,diagn_secondary_otherl2,[diagn_secondary]='88'
2432,diagn_secondary_otherl2___JE,outcome,binary,JE,diagn_secondary_otherl2,[diagn_secondary]='88'
2433,diagn_secondary_otherl2___Lujo virus disease,outcome,binary,Lujo virus disease,diagn_secondary_otherl2,[diagn_secondary]='88'
2434,diagn_secondary_otherl2___Marburg virus disease (MVD),outcome,binary,Marburg virus disease (MVD),diagn_secondary_otherl2,[diagn_secondary]='88'
2435,diagn_secondary_otherl2___Measles,outcome,binary,Measles,diagn_secondary_otherl2,[diagn_secondary]='88'
2436,diagn_secondary_otherl2___Middle East respiratory syndrome (MERS),outcome,binary,Middle East respiratory syndrome (MERS),diagn_secondary_otherl2,[diagn_secondary]='88'
2437,diagn_secondary_otherl2___Nipah,outcome,binary,Nipah,diagn_secondary_otherl2,[diagn_secondary]='88'
2438,diagn_secondary_otherl2___Pneumonic plague (Yersinia pestis),outcome,binary,Pneumonic plague (Yersinia pestis),diagn_secondary_otherl2,[diagn_secondary]='88'
2439,diagn_secondary_otherl2___Respiratory syncytial virus infection (RSV),outcome,binary,Respiratory syncytial virus infection (RSV),diagn_secondary_otherl2,[diagn_secondary]='88'
2440,diagn_secondary_otherl2___Severe acute respiratory syndrome (SARS-not COVID-19),outcome,binary,Severe acute respiratory syndrome (SARS-not COVID-19),diagn_secondary_otherl2,[diagn_secondary]='88'
2441,diagn_secondary_otherl2___Severe fever with thrombocytopaenia syndrome (SFTS),outcome,binary,Severe fever with thrombocytopaenia syndrome (SFTS),diagn_secondary_otherl2,[diagn_secondary]='88'
2442,diagn_secondary_otherl2___Undefined influenza,outcome,binary,Undefined influenza,diagn_secondary_otherl2,[diagn_secondary]='88'
2443,diagn_secondary_otherl2___Other,outcome,binary,Other,diagn_secondary_otherl2,[diagn_secondary]='88'
2444,diagn_secondary_otherl3,outcome,freetext,Specify other Secondary diagnosis,diagn,[diagn_secondary_otherl2]='88'
2445,diagn_additional,outcome,categorical,Additional diagnosis,diagn,
2446,diagn_additional___Bacterial infection,outcome,binary,Bacterial infection,diagn_additional,
2447,diagn_additional___Chickenpox (Varicella),outcome,binary,Chickenpox (Varicella),diagn_additional,
2448,diagn_additional___Herpes simplex virus infection (HSV),outcome,binary,Herpes simplex virus infection (HSV),diagn_additional,
2449,diagn_additional___Human immunodeficiency virus infection (HIV infection),outcome,binary,Human immunodeficiency virus infection (HIV infection),diagn_additional,
2450,diagn_additional___Mpox,outcome,binary,Mpox,diagn_additional,
2451,diagn_additional___Other,outcome,binary,Other,diagn_additional,
2452,diagn_additional_type,outcome,categorical,Type of diagnosis,diagn,
2453,diagn_additional_type___Clinical diagnosis,outcome,binary,Clinical diagnosis,diagn_additional_type,
2454,diagn_additional_type___Lab-confirmed,outcome,binary,Lab-confirmed,diagn_additional_type,
2455,"diagn_additional_type___Radiologically confirmed (e.g., chest X-ray, CT)",outcome,binary,"Radiologically confirmed (e.g., chest X-ray, CT)",diagn_additional_type,
2456,diagn_additional_type___Other,outcome,binary,Other,diagn_additional_type,
2457,diagn_additional2,outcome,categorical,Additional diagnosis,diagn,
2458,diagn_additional2___Bacterial infection,outcome,binary,Bacterial infection,diagn_additional2,
2459,diagn_additional2___Chickenpox (Varicella),outcome,binary,Chickenpox (Varicella),diagn_additional2,
2460,diagn_additional2___Herpes simplex virus infection (HSV),outcome,binary,Herpes simplex virus infection (HSV),diagn_additional2,
2461,diagn_additional2___Human immunodeficiency virus infection (HIV infection),outcome,binary,Human immunodeficiency virus infection (HIV infection),diagn_additional2,
2462,diagn_additional2___Mpox,outcome,binary,Mpox,diagn_additional2,
2463,diagn_additional2___Other,outcome,binary,Other,diagn_additional2,
2464,diagn_additional2_type,outcome,categorical,Type of diagnosis,diagn,
2465,diagn_additional2_type___Clinical diagnosis,outcome,binary,Clinical diagnosis,diagn_additional2_type,
2466,diagn_additional2_type___Lab-confirmed,outcome,binary,Lab-confirmed,diagn_additional2_type,
2467,"diagn_additional2_type___Radiologically confirmed (e.g., chest X-ray, CT)",outcome,binary,"Radiologically confirmed (e.g., chest X-ray, CT)",diagn_additional2_type,
2468,diagn_additional2_type___Other,outcome,binary,Other,diagn_additional2_type,
2469,diagn_additional2_otherl2,outcome,categorical,Select Additional diagnosis,diagn,[diagn_additional2]='88'
2470,diagn_additional2_otherl2___Adenovirus,outcome,binary,Adenovirus,diagn_additional2_otherl2,[diagn_additional2]='88'
2471,diagn_additional2_otherl2___Andes virus infection (hantavirus),outcome,binary,Andes virus infection (hantavirus),diagn_additional2_otherl2,[diagn_additional2]='88'
2472,diagn_additional2_otherl2___Argentine haemorrhagic fever (Junin virus),outcome,binary,Argentine haemorrhagic fever (Junin virus),diagn_additional2_otherl2,[diagn_additional2]='88'
2473,diagn_additional2_otherl2___Avian influenza A H7N9/ H5N1/ H5N8/ H7N7,outcome,binary,Avian influenza A H7N9/ H5N1/ H5N8/ H7N7,diagn_additional2_otherl2,[diagn_additional2]='88'
2474,diagn_additional2_otherl2___Bolivian haemorrhagic fever (Machupo virus),outcome,binary,Bolivian haemorrhagic fever (Machupo virus),diagn_additional2_otherl2,[diagn_additional2]='88'
2475,diagn_additional2_otherl2___COVID-19 (SARS-CoV-2),outcome,binary,COVID-19 (SARS-CoV-2),diagn_additional2_otherl2,[diagn_additional2]='88'
2476,diagn_additional2_otherl2___Dengue,outcome,binary,Dengue,diagn_additional2_otherl2,[diagn_additional2]='88'
2477,diagn_additional2_otherl2___Ebola virus disease (EVD),outcome,binary,Ebola virus disease (EVD),diagn_additional2_otherl2,[diagn_additional2]='88'
2478,diagn_additional2_otherl2___Enterovirus,outcome,binary,Enterovirus,diagn_additional2_otherl2,[diagn_additional2]='88'
2479,diagn_additional2_otherl2___Exposure to CBRN agent,outcome,binary,Exposure to CBRN agent,diagn_additional2_otherl2,[diagn_additional2]='88'
2480,diagn_additional2_otherl2___Exposure to Harmful Energy,outcome,binary,Exposure to Harmful Energy,diagn_additional2_otherl2,[diagn_additional2]='88'
2481,diagn_additional2_otherl2___HSV,outcome,binary,HSV,diagn_additional2_otherl2,[diagn_additional2]='88'
2482,"diagn_additional2_otherl2___Hepatitis (general, unspecified)",outcome,binary,"Hepatitis (general, unspecified)",diagn_additional2_otherl2,[diagn_additional2]='88'
2483,diagn_additional2_otherl2___Influenza A H1N1,outcome,binary,Influenza A H1N1,diagn_additional2_otherl2,[diagn_additional2]='88'
2484,diagn_additional2_otherl2___Influenza A H5N1,outcome,binary,Influenza A H5N1,diagn_additional2_otherl2,[diagn_additional2]='88'
2485,diagn_additional2_otherl2___Influenza A H5N8,outcome,binary,Influenza A H5N8,diagn_additional2_otherl2,[diagn_additional2]='88'
2486,diagn_additional2_otherl2___Influenza A H7N9,outcome,binary,Influenza A H7N9,diagn_additional2_otherl2,[diagn_additional2]='88'
2487,diagn_additional2_otherl2___Influenza A virus,outcome,binary,Influenza A virus,diagn_additional2_otherl2,[diagn_additional2]='88'
2488,diagn_additional2_otherl2___Influenza B virus,outcome,binary,Influenza B virus,diagn_additional2_otherl2,[diagn_additional2]='88'
2489,diagn_additional2_otherl2___JE,outcome,binary,JE,diagn_additional2_otherl2,[diagn_additional2]='88'
2490,diagn_additional2_otherl2___Lassa fever,outcome,binary,Lassa fever,diagn_additional2_otherl2,[diagn_additional2]='88'
2491,diagn_additional2_otherl2___Lujo virus disease,outcome,binary,Lujo virus disease,diagn_additional2_otherl2,[diagn_additional2]='88'
2492,diagn_additional2_otherl2___Marburg virus disease (MVD),outcome,binary,Marburg virus disease (MVD),diagn_additional2_otherl2,[diagn_additional2]='88'
2493,diagn_additional2_otherl2___Measles,outcome,binary,Measles,diagn_additional2_otherl2,[diagn_additional2]='88'
2494,diagn_additional2_otherl2___Middle East respiratory syndrome (MERS),outcome,binary,Middle East respiratory syndrome (MERS),diagn_additional2_otherl2,[diagn_additional2]='88'
2495,diagn_additional2_otherl2___Oropouche,outcome,binary,Oropouche,diagn_additional2_otherl2,[diagn_additional2]='88'
2496,diagn_additional2_otherl2___Pneumonic plague (Yersinia pestis),outcome,binary,Pneumonic plague (Yersinia pestis),diagn_additional2_otherl2,[diagn_additional2]='88'
2497,diagn_additional2_otherl2___Respiratory syncytial virus infection (RSV),outcome,binary,Respiratory syncytial virus infection (RSV),diagn_additional2_otherl2,[diagn_additional2]='88'
2498,diagn_additional2_otherl2___Severe Acute paediatric hepatitis,outcome,binary,Severe Acute paediatric hepatitis,diagn_additional2_otherl2,[diagn_additional2]='88'
2499,diagn_additional2_otherl2___Severe acute respiratory syndrome (SARS-not COVID-19),outcome,binary,Severe acute respiratory syndrome (SARS-not COVID-19),diagn_additional2_otherl2,[diagn_additional2]='88'
2500,diagn_additional2_otherl2___Severe fever with thrombocytopaenia syndrome (SFTS),outcome,binary,Severe fever with thrombocytopaenia syndrome (SFTS),diagn_additional2_otherl2,[diagn_additional2]='88'
2501,diagn_additional2_otherl2___Undefined influenza,outcome,binary,Undefined influenza,diagn_additional2_otherl2,[diagn_additional2]='88'
2502,diagn_additional2_otherl2___Other,outcome,binary,Other,diagn_additional2_otherl2,[diagn_additional2]='88'
2503,diagn_additional2_otherl3,outcome,freetext,Specify other Additional diagnosis,diagn,[diagn_additional2_otherl2]='88'
2504,diagn_additional_otherl2,outcome,categorical,Select Additional diagnosis,diagn,[diagn_additional]='88'
2505,diagn_additional_otherl2___Adenovirus,outcome,binary,Adenovirus,diagn_additional_otherl2,[diagn_additional]='88'
2506,diagn_additional_otherl2___Andes virus infection (hantavirus),outcome,binary,Andes virus infection (hantavirus),diagn_additional_otherl2,[diagn_additional]='88'
2507,diagn_additional_otherl2___Argentine haemorrhagic fever (Junin virus),outcome,binary,Argentine haemorrhagic fever (Junin virus),diagn_additional_otherl2,[diagn_additional]='88'
2508,diagn_additional_otherl2___Bolivian haemorrhagic fever (Machupo virus),outcome,binary,Bolivian haemorrhagic fever (Machupo virus),diagn_additional_otherl2,[diagn_additional]='88'
2509,diagn_additional_otherl2___Crimean Congo haemorrhagic fever (CCHF),outcome,binary,Crimean Congo haemorrhagic fever (CCHF),diagn_additional_otherl2,[diagn_additional]='88'
2510,diagn_additional_otherl2___Ebola virus disease (EVD),outcome,binary,Ebola virus disease (EVD),diagn_additional_otherl2,[diagn_additional]='88'
2511,diagn_additional_otherl2___Enterovirus,outcome,binary,Enterovirus,diagn_additional_otherl2,[diagn_additional]='88'
2512,diagn_additional_otherl2___Exposure to CBRN agent,outcome,binary,Exposure to CBRN agent,diagn_additional_otherl2,[diagn_additional]='88'
2513,diagn_additional_otherl2___Exposure to Harmful Energy,outcome,binary,Exposure to Harmful Energy,diagn_additional_otherl2,[diagn_additional]='88'
2514,diagn_additional_otherl2___HSV,outcome,binary,HSV,diagn_additional_otherl2,[diagn_additional]='88'
2515,"diagn_additional_otherl2___Hepatitis (general, unspecified)",outcome,binary,"Hepatitis (general, unspecified)",diagn_additional_otherl2,[diagn_additional]='88'
2516,diagn_additional_otherl2___Influenza A H1N1,outcome,binary,Influenza A H1N1,diagn_additional_otherl2,[diagn_additional]='88'
2517,diagn_additional_otherl2___Influenza A H5N8,outcome,binary,Influenza A H5N8,diagn_additional_otherl2,[diagn_additional]='88'
2518,diagn_additional_otherl2___Influenza A H7N7,outcome,binary,Influenza A H7N7,diagn_additional_otherl2,[diagn_additional]='88'
2519,diagn_additional_otherl2___Influenza B virus,outcome,binary,Influenza B virus,diagn_additional_otherl2,[diagn_additional]='88'
2520,diagn_additional_otherl2___Influenza virus,outcome,binary,Influenza virus,diagn_additional_otherl2,[diagn_additional]='88'
2521,diagn_additional_otherl2___JE,outcome,binary,JE,diagn_additional_otherl2,[diagn_additional]='88'
2522,diagn_additional_otherl2___Lassa fever,outcome,binary,Lassa fever,diagn_additional_otherl2,[diagn_additional]='88'
2523,diagn_additional_otherl2___Lujo virus disease,outcome,binary,Lujo virus disease,diagn_additional_otherl2,[diagn_additional]='88'
2524,diagn_additional_otherl2___Marburg virus disease (MVD),outcome,binary,Marburg virus disease (MVD),diagn_additional_otherl2,[diagn_additional]='88'
2525,diagn_additional_otherl2___Measles,outcome,binary,Measles,diagn_additional_otherl2,[diagn_additional]='88'
2526,diagn_additional_otherl2___Nipah,outcome,binary,Nipah,diagn_additional_otherl2,[diagn_additional]='88'
2527,diagn_additional_otherl2___Oropouche,outcome,binary,Oropouche,diagn_additional_otherl2,[diagn_additional]='88'
2528,diagn_additional_otherl2___Pneumonic plague (Yersinia pestis),outcome,binary,Pneumonic plague (Yersinia pestis),diagn_additional_otherl2,[diagn_additional]='88'
2529,diagn_additional_otherl2___Respiratory syncytial virus infection (RSV),outcome,binary,Respiratory syncytial virus infection (RSV),diagn_additional_otherl2,[diagn_additional]='88'
2530,diagn_additional_otherl2___Severe acute respiratory syndrome (SARS-not COVID-19),outcome,binary,Severe acute respiratory syndrome (SARS-not COVID-19),diagn_additional_otherl2,[diagn_additional]='88'
2531,diagn_additional_otherl2___Severe fever with thrombocytopaenia syndrome (SFTS),outcome,binary,Severe fever with thrombocytopaenia syndrome (SFTS),diagn_additional_otherl2,[diagn_additional]='88'
2532,diagn_additional_otherl2___Other,outcome,binary,Other,diagn_additional_otherl2,[diagn_additional]='88'
2533,diagn_additional_otherl3,outcome,freetext,Specify other Additional diagnosis,diagn,[diagn_additional_otherl2]='88'
2534,diagn_mpox_clade,outcome,categorical,Mpox clade,diagn,[diagn_primary]='33' or [diagn_secondary]='33' or [diagn_additional]='33' or [diagn_additional2]='33'
2535,diagn_mpox_clade___Ia,outcome,binary,Ia,diagn_mpox_clade,[diagn_primary]='33' or [diagn_secondary]='33' or [diagn_additional]='33' or [diagn_additional2]='33'
2536,diagn_mpox_clade___Ib,outcome,binary,Ib,diagn_mpox_clade,[diagn_primary]='33' or [diagn_secondary]='33' or [diagn_additional]='33' or [diagn_additional2]='33'
2537,diagn_mpox_clade___I sub-type unknown,outcome,binary,I sub-type unknown,diagn_mpox_clade,[diagn_primary]='33' or [diagn_secondary]='33' or [diagn_additional]='33' or [diagn_additional2]='33'
2538,diagn_mpox_clade___IIa,outcome,binary,IIa,diagn_mpox_clade,[diagn_primary]='33' or [diagn_secondary]='33' or [diagn_additional]='33' or [diagn_additional2]='33'
2539,diagn_mpox_clade___IIb,outcome,binary,IIb,diagn_mpox_clade,[diagn_primary]='33' or [diagn_secondary]='33' or [diagn_additional]='33' or [diagn_additional2]='33'
2540,diagn_mpox_clade___II sub-type unknown,outcome,binary,II sub-type unknown,diagn_mpox_clade,[diagn_primary]='33' or [diagn_secondary]='33' or [diagn_additional]='33' or [diagn_additional2]='33'
2541,diagn_mpox_clade___Not done,outcome,binary,Not done,diagn_mpox_clade,[diagn_primary]='33' or [diagn_secondary]='33' or [diagn_additional]='33' or [diagn_additional2]='33'
2542,diagn_mpox_clade___Other,outcome,binary,Other,diagn_mpox_clade,[diagn_primary]='33' or [diagn_secondary]='33' or [diagn_additional]='33' or [diagn_additional2]='33'
2543,diagn_bacte,outcome,freetext,Bacterial infection (specify),diagn,[diagn_primary]='5' or [diagn_secondary]='5' or [diagn_additional]='5' or [diagn_additional2]='5'
2544,diagn_bacte_cont,outcome,categorical,Bacterial infection (if Lab confirmed),diagn,[diagn_primary]='5' or [diagn_secondary]='5' or [diagn_additional]='5' or [diagn_additional2]='5'
2545,diagn_bacte_cont___Community acquired,outcome,binary,Community acquired,diagn_bacte_cont,[diagn_primary]='5' or [diagn_secondary]='5' or [diagn_additional]='5' or [diagn_additional2]='5'
2546,diagn_bacte_cont___Hospital acquired,outcome,binary,Hospital acquired,diagn_bacte_cont,[diagn_primary]='5' or [diagn_secondary]='5' or [diagn_additional]='5' or [diagn_additional2]='5'
2547,compl,outcome,section,COMPLICATIONS,,
2548,compl_neurological,outcome,freetext,Neurological complications,compl,
2549,compl_strokecva,outcome,binary,Stroke / cerebrovascular accident,compl,
2550,compl_severeneuro,outcome,binary,Severe neurological disease,compl,
2551,compl_encephalopathy,outcome,binary,Encephalopathy,compl,
2552,compl_seizure,outcome,binary,Seizure,compl,
2553,compl_focalneuro,outcome,binary,Focal neurological signs,compl,
2554,compl_encephalitis,outcome,binary,Encephalitis,compl,
2555,compl_meningitis,outcome,binary,Meningitis,compl,
2556,compl_gbs,outcome,binary,Guillain-Barre syndrome (GBS),compl,
2557,compl_cvs,outcome,freetext,Cardiovascular complications,compl,
2558,compl_cardiacisc,outcome,binary,Cardiac ischaemia,compl,
2559,compl_endocardit,outcome,binary,Endocarditis,compl,
2560,compl_cardiomyop,outcome,binary,Cardiomyopathy,compl,
2561,compl_chf,outcome,binary,Congestive heart failure,compl,
2562,compl_cardiarrhy,outcome,binary,Cardiac arrhythmia,compl,
2563,compl_cardiarrest,outcome,binary,Cardiac arrest,compl,
2564,compl_myocarditis,outcome,binary,Myocarditis,compl,
2565,compl_pericarditis,outcome,binary,Pericarditis,compl,
2566,compl_respiratory,outcome,freetext,Respiratory complications,compl,
2567,compl_viralpneum,outcome,binary,Viral pneumonia / pneumonitis,compl,
2568,compl_bacpneumo,outcome,binary,Bacterial pneumonia,compl,
2569,compl_pleuraleff,outcome,binary,Pleural effusion,compl,
2570,compl_copneumoni,outcome,binary,Cryptogenic organising pneumonia (COP),compl,
2571,compl_bronchioli,outcome,binary,Bronchiolitis,compl,
2572,compl_ards,outcome,binary,Acute Respiratory Distress Syndrome (ARDS),compl,
2573,compl_git,outcome,freetext,Gastrointestinal complications,compl,
2574,compl_pancreatit,outcome,binary,Pancreatitis,compl,
2575,compl_acutehepat,outcome,binary,Acute hepatitis,compl,
2576,compl_severeliver,outcome,binary,Severe liver disease (new onset),compl,
2577,compl_hepaticenc,outcome,binary,Hepatic encephalopathy (any grade),compl,[compl_severeliver] = '1'
2578,compl_jaundice,outcome,binary,Jaundice,compl,
2579,compl_heme,outcome,freetext,Haematological complications,compl,
2580,compl_thrombemb,outcome,binary,Thromboembolism,compl,
2581,compl_severebleed,outcome,binary,Severe bleeding (requiring intervention),compl,
2582,compl_severebleed_site,outcome,checkbox,Severe bleeding site(s),compl,[compl_severebleed] = '1'
2583,compl_severebleed_site___Skin,outcome,binary,Skin,compl_severebleed_site,[compl_severebleed] = '1'
2584,compl_severebleed_site___Petechiae,outcome,binary,Petechiae,compl_severebleed_site,[compl_severebleed] = '1'
2585,compl_severebleed_site___Nose,outcome,binary,Nose,compl_severebleed_site,[compl_severebleed] = '1'
2586,compl_severebleed_site___Gums,outcome,binary,Gums,compl_severebleed_site,[compl_severebleed] = '1'
2587,compl_severebleed_site___GI tract,outcome,binary,GI tract,compl_severebleed_site,[compl_severebleed] = '1'
2588,compl_severebleed_site___Urinary tract,outcome,binary,Urinary tract,compl_severebleed_site,[compl_severebleed] = '1'
2589,compl_severebleed_site___Vagina,outcome,binary,Vagina,compl_severebleed_site,[compl_severebleed] = '1'
2590,compl_severebleed_site___Other(s),outcome,binary,Other(s),compl_severebleed_site,[compl_severebleed] = '1'
2591,compl_severebleed_site___Unknown,outcome,binary,Unknown,compl_severebleed_site,[compl_severebleed] = '1'
2592,compl_anaemia,outcome,binary,Anaemia,compl,
2593,compl_coagulatio,outcome,binary,Coagulation disorder / DIC,compl,
2594,compl_renalgut,outcome,freetext,Renal/genitourinary complications,compl,
2595,compl_acuterenal,outcome,binary,Acute renal injury / acute renal failure,compl,
2596,compl_msk,outcome,freetext,Musculoskeletal complication,compl,
2597,compl_rhabdomyol,outcome,binary,Rhabdomyolysis,compl,
2598,compl_myositis,outcome,binary,Myositis,compl,
2599,compl_skin,outcome,freetext,Skin complication,compl,
2600,compl_cellulitis,outcome,binary,Cellulitis,compl,
2601,compl_cellulitis_site,outcome,checkbox,Site(s) of cellulitis,compl,[compl_cellulitis] = '1'
2602,compl_cellulitis_site___Skin,outcome,binary,Skin,compl_cellulitis_site,[compl_cellulitis] = '1'
2603,compl_cellulitis_site___Nose,outcome,binary,Nose,compl_cellulitis_site,[compl_cellulitis] = '1'
2604,compl_cellulitis_site___Gums,outcome,binary,Gums,compl_cellulitis_site,[compl_cellulitis] = '1'
2605,compl_cellulitis_site___GI tract,outcome,binary,GI tract,compl_cellulitis_site,[compl_cellulitis] = '1'
2606,compl_cellulitis_site___Urinary tract,outcome,binary,Urinary tract,compl_cellulitis_site,[compl_cellulitis] = '1'
2607,compl_cellulitis_site___Vagina,outcome,binary,Vagina,compl_cellulitis_site,[compl_cellulitis] = '1'
2608,compl_cellulitis_site___Unknown,outcome,binary,Unknown,compl_cellulitis_site,[compl_cellulitis] = '1'
2609,compl_cellulitis_site___Other,outcome,binary,Other,compl_cellulitis_site,[compl_cellulitis] = '1'
2610,compl_cellulitis_site_oth,outcome,freetext,Specify other site(s) of cellulitis,compl,[compl_cellulitis_site(88)]='1'
2611,compl_eschar,outcome,binary,Skin tissue loss or eschar,compl,
2612,compl_sys,outcome,freetext,Systemic complication,compl,
2613,compl_bacteraemi,outcome,binary,Bacteraemia,compl,
2614,compl_hypoglycem,outcome,binary,Hypoglycaemia,compl,
2615,compl_sepsis,outcome,binary,Sepsis,compl,
2616,compl_otherdesc,outcome,freetext,Other  Complications,compl,
2617,compl_unlisted,outcome,binary,Other complication(s),compl,
2618,compl_unlisted_item___Decompensation,outcome,binary,Decompensation,compl_unlisted,
2619,compl_unlisted_item___Haemorrhagic stroke,outcome,binary,Haemorrhagic stroke,compl_unlisted,
2620,compl_unlisted_item___Sepsis,outcome,binary,Sepsis,compl_unlisted,
2621,compl_unlisted_item___Ischemic encephalopathy,outcome,binary,Ischemic encephalopathy,compl_unlisted,
2622,compl_unlisted_item___Multisystem inflammatory syndrome in adults,outcome,binary,Multisystem inflammatory syndrome in adults,compl_unlisted,
2623,compl_unlisted_item___Hospital acquired pneumonia,outcome,binary,Hospital acquired pneumonia,compl_unlisted,
2624,compl_unlisted_item___Acquired coagulation disorder,outcome,binary,Acquired coagulation disorder,compl_unlisted,
2625,compl_unlisted_item___Ischemic stroke,outcome,binary,Ischemic stroke,compl_unlisted,
2626,compl_unlisted_item___Ventilator-Associated Pneumonia,outcome,binary,Ventilator-Associated Pneumonia,compl_unlisted,
2627,compl_unlisted_item___Neurological finding,outcome,binary,Neurological finding,compl_unlisted,
2628,compl_unlisted_item___Pneumothorax,outcome,binary,Pneumothorax,compl_unlisted,
2629,compl_unlisted_item___Thrombotic stroke,outcome,binary,Thrombotic stroke,compl_unlisted,
2630,compl_unlisted_item___Cardioembolic stroke,outcome,binary,Cardioembolic stroke,compl_unlisted,
2631,compl_unlisted_item___Cerebellar stroke,outcome,binary,Cerebellar stroke,compl_unlisted,
2632,compl_unlisted_item___Meningitis,outcome,binary,Meningitis,compl_unlisted,
2633,compl_unlisted_item___Myocardial Infarction,outcome,binary,Myocardial Infarction,compl_unlisted,
2634,compl_unlisted_item___Pneumonia,outcome,binary,Pneumonia,compl_unlisted,
2635,compl_unlisted_item___Deep venous thrombosis,outcome,binary,Deep venous thrombosis,compl_unlisted,
2636,compl_unlisted_item___Acute Respiratory Distress Syndrome (ARDS),outcome,binary,Acute Respiratory Distress Syndrome (ARDS),compl_unlisted,
2637,compl_unlisted_item___Acute renal failure syndrome,outcome,binary,Acute renal failure syndrome,compl_unlisted,
2638,compl_unlisted_item___Bleeding,outcome,binary,Bleeding,compl_unlisted,
2639,compl_unlisted_item___Multisystem inflammatory syndrome in children,outcome,binary,Multisystem inflammatory syndrome in children,compl_unlisted,
2640,compl_unlisted_item___Recurrent gastrointestinal bleeding,outcome,binary,Recurrent gastrointestinal bleeding,compl_unlisted,
2641,compl_unlisted_item___Cardiac Arrest,outcome,binary,Cardiac Arrest,compl_unlisted,
2642,compl_unlisted_item___Encephalitis,outcome,binary,Encephalitis,compl_unlisted,
2643,compl_unlisted_item___Empyema,outcome,binary,Empyema,compl_unlisted,
2644,compl_unlisted_item___Large liver,outcome,binary,Large liver,compl_unlisted,
2645,compl_unlisted_item___Cardiogenic Shock,outcome,binary,Cardiogenic Shock,compl_unlisted,
2646,compl_unlisted_item___Recurrent urinary tract infection,outcome,binary,Recurrent urinary tract infection,compl_unlisted,
2647,compl_unlisted_item___Pulmonary Embolism,outcome,binary,Pulmonary Embolism,compl_unlisted,
2648,compl_unlisted_item___Septic Shock,outcome,binary,Septic Shock,compl_unlisted,
2649,compl_unlisted_item___Transient hypotension,outcome,binary,Transient hypotension,compl_unlisted,
2650,compl_unlisted_item___Bacteremia,outcome,binary,Bacteremia,compl_unlisted,
2651,compl_unlisted_0item,outcome,categorical,Select other complication(s),compl,[compl_unlisted]='1'
